name,name_with_address,site,subtypes,phone,full_address,borough,street,city,postal_code,state,country,country_code,latitude,longitude,time_zone,rating,reviews,street_view,working_hours,about,logo,verified,booking_appointment_link,location_link,place_id
"Elite Performance Plumbing, Drain Cleaning, and Water Heaters","Elite Performance Plumbing, Drain Cleaning, and Water Heaters1064 Center Dr, Richmond, KY 40475",https://www.eliteperformanceplumbingky.com/richmond-plumbers/%3Futm_campaign%3Dgmb,"Plumber, Bathroom remodeler, Drainage service, Hot water system supplier, Kitchen remodeler, Water filter supplier, Water softening equipment supplier",+1 606-366-1731,"1064 Center Dr, Richmond, KY 40475",None,1064 Center Dr,Richmond,40475,Kentucky,United States of America,US,37.7313272,-84.2682121,America/New_York,5,474,https://lh3.googleusercontent.com/p/AF1QipNsa56V5umUzREChV7gddeMwj5tNNH-i1FGUhNN=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Online estimates"": true, ""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}}",https://lh3.googleusercontent.com/-806V618t25w/AAAAAAAAAAI/AAAAAAAAAAA/z1M0tm2SZXk/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://www.eliteperformanceplumbingky.com/contact,"https://www.google.com/maps/place/Elite+Performance+Plumbing%2C+Drain+Cleaning%2C+and+Water+Heaters/@37.731327199999996,-84.2682121,14z/data=!4m8!1m2!2m1!1sElite+Performance+Plumbing%2C+Drain+Cleaning%2C+and+Water+Heaters!3m4!1s0x88431f0bce856ea1:0x8292070e25070375!8m2!3d37.731327199999996!4d-84.2682121",ChIJoW6FzgsfQ4gRdQMHJQ4HkoI
A + Plumbing,"A + Plumbing449 Bristol Caverns Hwy, Bristol, TN 37620",http://www.aplusplumbingtn.com/,"Plumber, Contractor",+1 423-797-0151,"449 Bristol Caverns Hwy, Bristol, TN 37620",None,449 Bristol Caverns Hwy,Bristol,37620,Tennessee,United States of America,US,36.5548952,-82.1486179,America/New_York,4.9,245,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhUOswF8u-WuPXVVnYOnlm4XRZ7U__P_jU_kaqDrV9EOXUDjGnZCAcFoP5UwqXl93nckR5lYyNroBQMnzSYBXVbMPi0CYMao-pC73WAkNlSUxOiEzBMxT28iJR_-H-g4X-TyvJ=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed""}","{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}}",https://lh4.googleusercontent.com/-wntIgVlBFSg/AAAAAAAAAAI/AAAAAAAAAAA/agsgA3Nh7Fo/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/A+%2B+Plumbing/@36.5548952,-82.14861789999999,14z/data=!4m8!1m2!2m1!1sA+%2B+Plumbing!3m4!1s0x8850766aca63ab0d:0x31306217fbec5282!8m2!3d36.5548952!4d-82.14861789999999",ChIJDatjymp2UIgRglLs-xdiMDE
Elite Drain Service,Elite Drain Service,https://elitedrainky.com/,"Plumber, Service establishment",+1 502-603-9727,,,,,,,,,38.1134509,-84.3710366,America/New_York,5,19,https://lh3.googleusercontent.com/p/AF1QipMBDU1VL-qIz-2X8XkheV-6PNd9APGrk1M0CwQK=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Offerings"": {""Repair services"": true}}",https://lh3.googleusercontent.com/-LJTvmo90zj0/AAAAAAAAAAI/AAAAAAAAAAA/eMiuGhVMYKU/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Elite+Drain+Service/@38.1134509,-84.3710366,14z/data=!4m8!1m2!2m1!1sElite+Drain+Service!3m4!1s0xa1916c544df4cef:0x762200efd4dc573b!8m2!3d38.1134509!4d-84.3710366",ChIJ70zfRMUWGQoRO1fc1O8AInY
1-Tom-Plumber,"1-Tom-Plumber24 Whitney Dr Suite A, Milford, OH 45150",https://www.1tomplumber.com/greatercincinnati/,"Plumber, Drainage service",+1 513-286-2060,"24 Whitney Dr Suite A, Milford, OH 45150",None,24 Whitney Dr Suite A,Milford,45150,Ohio,United States of America,US,39.1563437,-84.2559665,America/New_York,5,5818,https://lh3.googleusercontent.com/p/AF1QipMG0ehNFYNQ-FStQJZHFQYhuV_9x3y7cib1x5Ov=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Onsite services"": true, ""Online estimates"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh5.googleusercontent.com/-DA-8pKQNBss/AAAAAAAAAAI/AAAAAAAAAAA/BZLnT358C20/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://1tomplumber.com/contact/,"https://www.google.com/maps/place/1-Tom-Plumber/@39.1563437,-84.2559665,14z/data=!4m8!1m2!2m1!1s1-Tom-Plumber!3m4!1s0x88410102b57940a5:0x679553dcc3a9a10!8m2!3d39.1563437!4d-84.2559665",ChIJpUB5tQIBQYgREJo6zD1VeQY
Premier Plumbing and Drain,"Premier Plumbing and Drain126 Rector Ave, Chilhowie, VA 24319",http://facebook.com/PremierDrain,"Plumber, Drainage service",+1 276-274-5106,"126 Rector Ave, Chilhowie, VA 24319",None,126 Rector Ave,Chilhowie,24319,Virginia,United States of America,US,36.7930334,-81.6898513,America/New_York,5,76,https://lh3.googleusercontent.com/p/AF1QipP_QYnxZwS1DKB-ptLqy5gnZdiZRDaNpmITBov5=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""Closed""}","{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}}",https://lh5.googleusercontent.com/-p0l7AeddJWg/AAAAAAAAAAI/AAAAAAAAAAA/jlkX4qgptaA/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Premier+Plumbing+and+Drain/@36.7930334,-81.6898513,14z/data=!4m8!1m2!2m1!1sPremier+Plumbing+and+Drain!3m4!1s0x88503bcaa357c7ff:0x22bce14cbcc8d0de!8m2!3d36.7930334!4d-81.6898513",ChIJ_8dXo8o7UIgR3tDIvEzhvCI
Friendly Frankfort plumbing and sewer,"Friendly Frankfort plumbing and sewer901 Crosshill Dr, Frankfort, KY 40601",https://www.friendlyfrankfortplumbingandsewer.com/,Plumber,+1 502-334-8154,"901 Crosshill Dr, Frankfort, KY 40601",Thistleton Heights,901 Crosshill Dr,Frankfort,40601,Kentucky,United States of America,US,38.1822419,-84.8871586,America/New_York,5,20,https://lh3.googleusercontent.com/p/AF1QipMAHODewdTd6xpzBi0eYCeGNxav6AyehPSwtPS2=w1600-h1000-k-no,"{""Sunday"": ""9AM-11:30PM"", ""Monday"": ""9AM-11:30PM"", ""Tuesday"": ""9AM-11:30PM"", ""Wednesday"": ""9AM-11:30PM"", ""Thursday"": ""9AM-11:30PM"", ""Friday"": ""9AM-11:30PM"", ""Saturday"": ""9AM-11:30PM""}","{""Offerings"": {""Repair services"": true}}",https://lh6.googleusercontent.com/-ysZVmHu2GcU/AAAAAAAAAAI/AAAAAAAAAAA/mCfYCgSroD4/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Friendly+Frankfort+plumbing+and+sewer/@38.1822419,-84.88715859999999,14z/data=!4m8!1m2!2m1!1sFriendly+Frankfort+plumbing+and+sewer!3m4!1s0x8842759670d6b201:0xbbb4168c84146560!8m2!3d38.1822419!4d-84.88715859999999",ChIJAbLWcJZ1QogRYGUUhIwWtLs
Barker's Drain Service,Barker's Drain Service,http://www.barkersdrainservice.com/,"Plumber, Service establishment, Septic system service",+1 606-776-4243,,,,,,,,,33.3598383,-82.8852213,America/New_York,4.6,14,,,"{""Offerings"": {""Repair services"": true}}",https://lh5.googleusercontent.com/-f_1Tv6Dpoco/AAAAAAAAAAI/AAAAAAAAAAA/3IYlJJclbKs/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Barker%27s+Drain+Service/@33.3598383,-82.8852213,14z/data=!4m8!1m2!2m1!1sBarker%27s+Drain+Service!3m4!1s0x884409874461692b:0xfc4f1837bd0f6298!8m2!3d33.3598383!4d-82.8852213",ChIJK2lhRIcJRIgRmGIPvTcYT_w
Doctor Rooter Plumbing,"Doctor Rooter Plumbing223 Patsy Ln, Berea, KY 40403",http://www.doctorrooterllc.com/,"Plumber, Drainage service, Remodeler, Septic system service",+1 859-779-8181,"223 Patsy Ln, Berea, KY 40403",None,223 Patsy Ln,Berea,40403,Kentucky,United States of America,US,37.6010065,-84.2703676,America/New_York,5,108,https://lh3.googleusercontent.com/p/AF1QipO1PEYCWInO6pFqixC_9Taw32_t-3j9F1KAu8YC=w1600-h1000-k-no,"{""Sunday"": ""7AM-7PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM""}","{""Service options"": {""Onsite services"": true, ""Online estimates"": false}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh4.googleusercontent.com/-WkyQjsTHrwk/AAAAAAAAAAI/AAAAAAAAAAA/_eD6-WnrdyQ/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://www.doctorrooterllc.com/contact-us,"https://www.google.com/maps/place/Doctor+Rooter+Plumbing/@37.6010065,-84.2703676,14z/data=!4m8!1m2!2m1!1sDoctor+Rooter+Plumbing!3m4!1s0x4871783b17343765:0xd2d634d0f0d9d043!8m2!3d37.6010065!4d-84.2703676",ChIJZTc0Fzt4cUgRQ9DZ8NA01tI
"Marc Francis Plumbing, LLC","Marc Francis Plumbing, LLC1019 Quality Cir, Johnson City, TN 37615",https://www.marcfrancisplumbing.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-profile-johnsoncity,"Plumber, Bathroom remodeler, Drainage service, Gas installation service, Gasfitter, Hot water system supplier, Kitchen remodeler, Water filter supplier, Water softening equipment supplier",+1 423-406-6577,"1019 Quality Cir, Johnson City, TN 37615",None,1019 Quality Cir,Johnson City,37615,Tennessee,United States of America,US,36.3836893,-82.417927,America/New_York,4.8,314,https://lh3.googleusercontent.com/p/AF1QipNZl7dQV3prjnA8af6ImYaRIN336Um_yv7T7hzm=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Service options"": {""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh3.googleusercontent.com/-MSNcVJfQD20/AAAAAAAAAAI/AAAAAAAAAAA/c_CtXA4iiRU/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://www.marcfrancisplumbing.com/contact-us/,"https://www.google.com/maps/place/Marc+Francis+Plumbing%2C+LLC/@36.3836893,-82.41792699999999,14z/data=!4m8!1m2!2m1!1sMarc+Francis+Plumbing%2C+LLC!3m4!1s0x885a8f567e236d27:0x947888c0ca34574b!8m2!3d36.3836893!4d-82.41792699999999",ChIJJ20jflaPWogRS1c0ysCIeJQ
"All In One Plumbing, Heating And Cooling","All In One Plumbing, Heating And Cooling",https://www.allinonehvacfinancial.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,"HVAC contractor, Service establishment",+1 859-395-0486,,,,,,,,,37.855222,-83.4657065,America/New_York,4.7,240,https://lh3.googleusercontent.com/p/AF1QipPD6tAWSZfH_32qPDrBOEx69tuU5Q2fniN8Z8nz=w1600-h1000-k-no,"{""Sunday"": ""6AM-6PM"", ""Monday"": ""6AM-6PM"", ""Tuesday"": ""6AM-6PM"", ""Wednesday"": ""6AM-6PM"", ""Thursday"": ""6AM-6PM"", ""Friday"": ""6AM-6PM"", ""Saturday"": ""6AM-6PM""}","{""Service options"": {""Online estimates"": false, ""Language assistance"": ""English""}}",https://lh6.googleusercontent.com/-UF9YO0y1sWk/AAAAAAAAAAI/AAAAAAAAAAA/7gvP8LuUnGw/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://www.allinonehvacfinancial.com/?utm_source=omg-gbp&utm_medium=booking,"https://www.google.com/maps/place/All+In+One+Plumbing%2C+Heating+And+Cooling/@37.855222,-83.4657065,14z/data=!4m8!1m2!2m1!1sAll+In+One+Plumbing%2C+Heating+And+Cooling!3m4!1s0xa7b1789ba2112df3:0x64104f45e39c7c5!8m2!3d37.855222!4d-83.4657065",ChIJ8y0Ropt4sacRxcc5XvQEQQY
Pipe Surgeon Plumbing,"Pipe Surgeon Plumbing909 E Loudon Ave #1, Lexington, KY 40505",http://pipesurgeonplumbing.com/,Plumber,+1 859-629-8700,"909 E Loudon Ave #1, Lexington, KY 40505",None,909 E Loudon Ave #1,Lexington,40505,Kentucky,United States of America,US,38.0413891,-84.4661186,America/New_York,4.8,313,https://lh3.googleusercontent.com/p/AF1QipNGcQP4yjWAoXDV_n0BQhFFuezImIttQ25R08uy=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""From the business"": {""Identifies as Indigenous-owned"": true}, ""Service options"": {""Online estimates"": true, ""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}, ""Other"": {""Identifies as Indigenous-owned"": true}}",https://lh5.googleusercontent.com/-lgcNbEMUzbk/AAAAAAAAAAI/AAAAAAAAAAA/_ehVv6mryP8/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://book.servicetitan.com/woc9stg78xyjdi6fo4ta6i9i?rwg_token=ACgRB3cH0YBqMGQ2r0YJ7mp_MV_KAX6TtbWtGnF7ADDiN0ZANYmCbNCg8bUwiXfkj_tpdzBo52U0WovaMZUkAC2h_qqFkSvR8LA21iBEbU2UqfBOS4Q_2Y0%3D,"https://www.google.com/maps/place/Pipe+Surgeon+Plumbing/@38.041389099999996,-84.4661186,14z/data=!4m8!1m2!2m1!1sPipe+Surgeon+Plumbing!3m4!1s0x884245a0522e10cb:0xbbbffc9b5a9c1baa!8m2!3d38.041389099999996!4d-84.4661186",ChIJyxAuUqBFQogRqhucWpv8v7s
Roto-Rooter Sewer & Drain Service,Roto-Rooter Sewer & Drain Service,https://www.roto-rooterwv.com/,"Plumber, Contractor, Service establishment, Septic system service",+1 304-736-7804,,,,,,,,,38.5291156,-82.37668,America/New_York,4.2,33,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxWOZ5R0t7az3gBtr_yxx9-jXFXwiERwzK6n6KbVOPtpTRB3lFsTX-gv-d7EM_noe60xpv8KFdCZxhI_dz3YPlTGzEml0hUIq9n0zgYZIwpvUKY5vNGgmq8J6m7vFFPJebeaLPv=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh3.googleusercontent.com/-cbI9pKnJhzI/AAAAAAAAAAI/AAAAAAAAAAA/AHfJz4zc8GM/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Roto-Rooter+Sewer+%26+Drain+Service/@38.5291156,-82.37668,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Sewer+%26+Drain+Service!3m4!1s0x606a6d535fea496b:0xdcab68fa78a46a56!8m2!3d38.5291156!4d-82.37668",ChIJa0nqX1NtamARVmqkePpoq9w
"Fred Weston Plumbing, Inc.","Fred Weston Plumbing, Inc.753 E Lincoln Rd, Alcoa, TN 37701",http://maryvilleplumber.com/,Plumber,+1 865-983-4434,"753 E Lincoln Rd, Alcoa, TN 37701",None,753 E Lincoln Rd,Alcoa,37701,Tennessee,United States of America,US,35.7772806,-83.9580677,America/New_York,4.8,373,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTQVH7p30dOCshlkIkUAaTf-GlV4swcVsl4XCjJFTwLwN6kAuOTrEZkg5qPoblZLVe8uAMOcov0ItTw4jyMiQHjzB6S-kYvUlQG_P8BQNTIa92FC1tWm2Q5sZ5taOJDKb-UAw=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}}",https://lh6.googleusercontent.com/-MoDT9c6mjVg/AAAAAAAAAAI/AAAAAAAAAAA/Ajk5TFdrQVU/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://maryvilleplumber.com/,"https://www.google.com/maps/place/Fred+Weston+Plumbing%2C+Inc./@35.7772806,-83.9580677,14z/data=!4m8!1m2!2m1!1sFred+Weston+Plumbing%2C+Inc.!3m4!1s0x885c206dd2d9f337:0xcc5bf7a3797aeafc!8m2!3d35.7772806!4d-83.9580677",ChIJN_PZ0m0gXIgR_Op6eaP3W8w
Star Septic Service,"Star Septic Service101 Arlin Hills Rd, Middlesboro, KY 40965",https://starsepticservice.com/,"Plumber, Drainage service, Septic system service, Property maintenance, Sanitation service, Waste management service",+1 606-248-7134,"101 Arlin Hills Rd, Middlesboro, KY 40965",None,101 Arlin Hills Rd,Middlesboro,40965,Kentucky,United States of America,US,36.6276168,-83.7171413,America/New_York,4.9,79,https://lh3.googleusercontent.com/p/AF1QipPAwpyrJPUBtsQ3vvpDTAMGt0WhomnvxtzeGve-=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""8AM-12PM""}","{""Service options"": {""Onsite services"": true, ""Online estimates"": false}, ""Accessibility"": {""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Parking"": {""Free parking garage"": true, ""Free parking lot"": true, ""Free street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",https://lh3.googleusercontent.com/-7CKYgfoTn9U/AAAAAAAAAAI/AAAAAAAAAAA/VvJy9rFfLvQ/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://starsepticservice.com/contact-us/?utm_source=NEXT&utm_medium=Google_appts,"https://www.google.com/maps/place/Star+Septic+Service/@36.6276168,-83.7171413,14z/data=!4m8!1m2!2m1!1sStar+Septic+Service!3m4!1s0x885c9b291753803b:0x74e7fc2c6e505e1f!8m2!3d36.6276168!4d-83.7171413",ChIJO4BTFymbXIgRH15Qbiz853Q
"Zippity Split Plumbing, Drain Cleaning, and Sewer Repair","Zippity Split Plumbing, Drain Cleaning, and Sewer Repair3602 E Greenway Rd Ste 103, Phoenix, AZ 85032",https://zippitysplitplumbing.com/phoenix-az/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp_phoenix,"Plumber, Bathroom remodeler, Drainage service, Kitchen remodeler, Water softening equipment supplier",+1 480-637-3184,"3602 E Greenway Rd Ste 103, Phoenix, AZ 85032",Paradise Valley Village,3602 E Greenway Rd Ste 103,Phoenix,85032,Arizona,United States of America,US,33.6268058,-112.0043576,America/Phoenix,5,156,https://lh3.googleusercontent.com/p/AF1QipMWRgTcsjWDH5ZBHH6VwhzQkJMVljo4ltyQs4Pa=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-10PM"", ""Tuesday"": ""7:30AM-10PM"", ""Wednesday"": ""7:30AM-10PM"", ""Thursday"": ""7:30AM-10PM"", ""Friday"": ""7:30AM-10PM"", ""Saturday"": ""7:30AM-10PM""}","{""Service options"": {""Onsite services"": true}, ""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh4.googleusercontent.com/-AZGQvsrCDcQ/AAAAAAAAAAI/AAAAAAAAAAA/Y_RWqY3D2es/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://zippitysplitplumbing.com/contact-us/?utm_source=google&utm_medium=organic&utm_campaign=gbp_phoenix,"https://www.google.com/maps/place/Zippity+Split+Plumbing%2C+Drain+Cleaning%2C+and+Sewer+Repair/@33.6268058,-112.00435759999999,14z/data=!4m8!1m2!2m1!1sZippity+Split+Plumbing%2C+Drain+Cleaning%2C+and+Sewer+Repair!3m4!1s0x872b7343c894c71b:0x3bd28ff46ef36952!8m2!3d33.6268058!4d-112.00435759999999",ChIJG8eUyENzK4cRUmnzbvSP0js
"EZ Flow Plumbing, LLC","EZ Flow Plumbing, LLC3400 N Arizona Ave #112-113, Chandler, AZ 85225",https://www.ezflowplumbingaz.com/,Plumber,+1 602-613-4525,"3400 N Arizona Ave #112-113, Chandler, AZ 85225",None,3400 N Arizona Ave #112-113,Chandler,85225,Arizona,United States of America,US,33.3552525,-111.8423159,America/Phoenix,4.9,1193,https://lh3.googleusercontent.com/p/AF1QipNAExeOsjahEQcFZNEqvs24Hy-9cmbqQYWAqrSz=w1600-h1000-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-9PM"", ""Tuesday"": ""7:30AM-9PM"", ""Wednesday"": ""7:30AM-9PM"", ""Thursday"": ""7:30AM-9PM"", ""Friday"": ""7:30AM-9PM"", ""Saturday"": ""9AM-5PM""}","{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",https://lh5.googleusercontent.com/-JP1mqf3-uzI/AAAAAAAAAAI/AAAAAAAAAAA/pVmrQlTy76I/s44-p-k-no-ns-nd/photo.jpg,TRUE,https://www.ezflowplumbingaz.com/contact-us/?utm_source=GMB&utm_medium=organic&utm_campaign=Gilbert,"https://www.google.com/maps/place/EZ+Flow+Plumbing%2C+LLC/@33.3552525,-111.84231589999999,14z/data=!4m8!1m2!2m1!1sEZ+Flow+Plumbing%2C+LLC!3m4!1s0x872bacf959add27b:0x859c7b4ccd9bb3aa!8m2!3d33.3552525!4d-111.84231589999999",ChIJe9KtWfmsK4cRqrObzUx7nIU
Gravity Drain Services,"Gravity Drain Services1864 Cottonwood Dr, Imperial, MO 63052",http://www.gravitydrains.com/,"Plumber, Drainage service",+1 314-580-5280,"1864 Cottonwood Dr, Imperial, MO 63052",None,1864 Cottonwood Dr,Imperial,63052,Missouri,United States of America,US,38.4026922,-90.3975199,America/Chicago,4.6,64,https://lh3.googleusercontent.com/p/AF1QipMw6pPjERWAar9sef3J_SxbkxO7TkImw6WiBnWA=w1600-h1000-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}","{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}}",https://lh3.googleusercontent.com/-_z-zx1RzkUU/AAAAAAAAAAI/AAAAAAAAAAA/Ie6l8JL_ejU/s44-p-k-no-ns-nd/photo.jpg,TRUE,,"https://www.google.com/maps/place/Gravity+Drain+Services/@38.4026922,-90.39751989999999,14z/data=!4m8!1m2!2m1!1sGravity+Drain+Services!3m4!1s0x87d8c53db1d781d7:0xa7f813c1f51f8896!8m2!3d38.4026922!4d-90.39751989999999",ChIJ14HXsT3F2IcRlogf9cET-Kc
A Hampton Roads Plumbing & Sewer,"A Hampton Roads Plumbing & Sewer5874 Jefferson Ave, Newport News, VA 23605",http://ahamptonroadsplumbing.com/,Plumber,+1 757-723-1111,"5874 Jefferson Ave, Newport News, VA 23605",Briarfield,5874 Jefferson Ave,Newport News,23605,Virginia,United States of America,US,37.007451,-76.4367066,America/New_York,3.6,66,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuskr1qj5MZLiM4hFcoaq9Un_mlNIrdYiK5fq6nBZeKEaKseF3TH5HR-QFgwqAOUJ_xppeAj1x_Jy7SF2WeL3o8Sh3obbNqzDGx8yHwWE7hAxq-FodtNUdesUZ1J7nW4biSeLU=w1600-h1000-k-no,,"{""Offerings"": {""Repair services"": true}, ""Payments"": {""Credit cards"": true}}",,FALSE,,"https://www.google.com/maps/place/A+Hampton+Roads+Plumbing+%26+Sewer/@37.007450999999996,-76.4367066,14z/data=!4m8!1m2!2m1!1sA+Hampton+Roads+Plumbing+%26+Sewer!3m4!1s0x89ba84f155555555:0x36dc7bb059e2bf71!8m2!3d37.007450999999996!4d-76.4367066",ChIJVVVVVfGEuokRcb_iWbB73DY
